山东频道,#genre#
MIGU吴京作品集, http://117.148.179.134/PLTV/88888888/224/3221231564/index.m3u8
MIGU午夜失眠剧场, http://117.148.179.134/PLTV/88888888/224/3221231516/index.m3u8
MIGU喜剧联盟, http://117.148.179.134/PLTV/88888888/224/3221231621/index.m3u8
MIGU新片放映厅, http://117.148.179.134/PLTV/88888888/224/3221231640/index.m3u8
MIGU杨幂作品集, http://117.148.179.134/PLTV/88888888/224/3221231556/index.m3u8
MIGU云上电影, http://117.148.179.134/PLTV/88888888/224/3221231565/index.m3u8
MIGU张国荣影院, http://117.148.179.134/PLTV/88888888/224/3221231790/index.m3u8
MIGU周润发影院, http://117.148.179.134/PLTV/88888888/224/3221231709/index.m3u8
MIGU周星驰影院, http://117.148.179.134/PLTV/88888888/224/3221231562/index.m3u8
爱奇艺-宫廷正剧, http://112.49.48.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8
爱奇艺-红色剧场, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_179_600_t10/c56_lb_179_600_t10.m3u8
爱奇艺-家庭剧场, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_158_600_t10/c55_lb_158_600_t10.m3u8
爱奇艺-经典港片, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_110_600_t10/c51_lb_110_600_t10.m3u8
爱奇艺-惊悚午夜, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c51_lb_115_600_t10/c51_lb_115_600_t10.m3u8
爱奇艺-军旅剧场, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8
爱奇艺-军事观察, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_239_720P_t10/c57_lb_239_720P_t10.m3u8
爱奇艺-抗战剧场, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
爱奇艺-票房收割机, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
爱奇艺-权谋剧场, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_167_600_t10/c55_lb_167_600_t10.m3u8
爱奇艺-热播电视剧, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c57_lb_212_600_t10/c57_lb_212_600_t10.m3u8
爱奇艺-收视冠军, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_230_720P_t10/c56_lb_230_720P_t10.m3u8
爱奇艺-五星影院, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_183_600_t10/c56_lb_183_600_t10.m3u8
爱奇艺-戏曲影院, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c56_lb_245_600_t10/c56_lb_245_600_t10.m3u8
爱奇艺-仙侠玄幻, http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_148_600_t10/c55_lb_148_600_t10.m3u8


